warehouse_number,sap_code,oracle_code,condition,description,part_number,tag_number,MANUFATURE_CO,unit_of_measure,category
10,2200001135,0190556800020265,NEW,Base Ring R 22511,25-DN44-64SITZQ000,PV-52802,,PC,ZSPR
10,2200001136,0190556800020270,NEW,Solenoid Valve (9),SOLENOID,PV-52802,,PC,ZSPR
10,2200001137,0190556800020279,NEW,Solenoid For Bomafa,FOR,PV-52802,,PC,ZSPR
10,2200001138,0190556800020382,NEW,Complete Spring Cylinder 5280,25-DN41-64SITZQ000,PV-52802,,PC,ZSPR
10,2200001139,0190556800020391,NEW,Screw Cape,SCREW,PV-52802,,PC,ZSPR
10,2200001140,0190556800020404,NEW,Gland (2),,PV-52802,,PC,ZSPR
10,2200001141,0190556800020419,NEW,Spindle (3),,PV-52802,,PC,ZSPR
10,2200001142,0190556800020423,NEW,Fixed Washer,FIXED,PV-52802,,PC,ZSPR
10,2200001143,0190556800020430,NEW,Packing 12x12x4500,4500,PV-52802,,PAC,ZSPR
10,2200001144,0190556800020457,NEW,Packing 12x12x4000mm,4000,PV-52802,,PC,ZSPR
10,2200001145,0190556800020461,NEW,Packing 12x12x900mm,900,PV-52802,,KG,ZSPR
10,2200001146,0190556800020476,NEW,Packing 12x12x3200mm,3200,PV-52802,,PC,ZSPR
10,2200001147,0190556800020480,NEW,Packing Graphite 12x12x6000,6000,PV-52802,,PAC,ZSPR
10,2200001148,0190556800020490,NEW,Packing 10x10x900mm,900,PV-52802,,PAC,ZSPR
10,2200001149,0190556800020518,NEW,Packing 14x14x4000mm,4000,PV-52802,,PAC,ZSPR
10,2200001150,0190556800020522,NEW,Packing 14x14x2000mm,2000,PV-52802,,PC,ZSPR
10,2200001151,0190556800020537,NEW,Ring For Pv 802,25-DN40-64SITZQ000,PV-52802,,PC,ZSPR
10,2200001152,0190556800020541,NEW,Packing 12x12x5000,5000,PV-52802,,PC,ZSPR
10,2200001153,0190556800020556,NEW,Packing 14x14x6000,6000,PV-52802,,KG,ZSPR
10,2200001154,0190556800020561,NEW,Theraded Rod M24x190mm,190,PV-52802,,PC,ZSPR
10,2200001155,0190556800020570,NEW,Hex - Socket Set Scrow M24 X 120,120,PV-52802,,PC,ZSPR
10,2200001156,0190556800020580,NEW,Wain Line Air Filler,25-DN43-64SITZQ000,PV-52802,,PC,ZSPR
10,2200001157,0190556800020600,NEW,"Gasket 050078 , Com.No.01/27.120/01-2003",25-DN41-64SITZQ000,,,PC,ZSPR
10,2200001158,0190556800020610,NEW,Seat Bush 027739+ Charaeteristic,25-DN41-64SITZQ000,,,PC,ZSPR
10,2200001159,0190556800020630,NEW,Hexagon Socket Set Screw With Cup 051893,051893,,,PC,ZSPR
10,2200001160,0190556800020640,NEW,Control Spindel 027740,027740,,,PC,ZSPR
10,2200001161,0190556800020650,NEW,Gasket 017348,017348,,,PC,ZSPR
10,2200001162,0190556800020660,NEW,Base Ring 001521/R02,02,,,PC,ZSPR
10,2200001163,0190556800020670,NEW,Packing Ring 011632,011632,,,PC,ZSPR
10,2200001164,0190556800020680,NEW,Packing Ring Pos.101,101,,,PC,ZSPR
10,2200001165,0190556800020690,NEW,Packing Ring 001524/R02,02,,,PC,ZSPR
10,2200001166,0190556800020700,NEW,Wiping Ring 024508,024508,,,PC,ZSPR
10,2200001167,0190556800020710,NEW,Complete Hydroulic Cylinder (Single Acti,SINGLE,,,PC,ZSPR
10,2200001168,0190556800020720,NEW,Spiral Wound Gasket,WOUND,,,PC,ZSPR
10,2200001169,0190556800020730,NEW,"Seat Bush , P.N 0031438",0031438,,,PC,ZSPR
10,2200001170,0190556800020750,NEW,Hexagon Socket Set Screw With Cone Point,CONE,,,PC,ZSPR
10,2200001171,0190556800020760,NEW,"Control Spindle Part A , P N 031476",031476,,,PC,ZSPR
10,2200001172,0190556800020790,NEW,"Gasket , Pn 102796",25-DN41-64SITZQ000,,,PC,ZSPR
10,2200001071,0190556800020800,NEW,"Base Ring , Pn 006969/R01",01,,,PC,ZSPR
10,2200001072,0190556800020810,NEW,"Packing Ring , Pn 028823",028823,,,PC,ZSPR
10,2200001073,0190556800020820,NEW,"Packing Ring , Pn 028824",028824,,,PC,ZSPR
10,2200001074,0190556800020830,NEW,"Packing Ring , Pn 004028/R01",01,,,PC,ZSPR
10,2200001075,0190556800020840,NEW,"Wiper Ring , Pn 026005",026005,,,PC,ZSPR
10,2200001076,0190556800020850,NEW,Actuator Spare Kit (1),SPARE,,,PC,ZSPR
10,2200001077,0190556800020860,NEW,Actuator Spare Kit (2),SPARE,,,PC,ZSPR
10,2200001078,0190556800020870,NEW,Packing (12),25-DN43-64SITZQ000,,,KG,ZSPR
10,2200001079,0190556800020880,NEW,Pistion Actuator Type 474-100l,25-DN42-64SITZQ000,,,KG,ZSPR
10,2200001080,0190556800020890,NEW,Complate Sealing Kit For Item 2 With Acc,2,,,KG,ZSPR
10,2200001081,0190556800020900,NEW,Pure Gra Phite Packing 8*8mm,8,,,KG,ZSPR
10,2200001082,0190556800020910,NEW,Pure Graphite Packing 9*9mm,25-DN42-64SITZQ000,,,KG,ZSPR
10,2200001083,0190556800020920,NEW,Pure Graphite Packing 10*10mm,25-DN40-64SITZQ000,,,KG,ZSPR
10,2200001084,0190556800020930,NEW,Pure Ptee Packing 4*4mm,25-DN44-64SITZQ000,,,KG,ZSPR
10,2200001085,0190556800020940,NEW,Pure Pteepacking 5*5mm,5,,,KG,ZSPR
10,2200001086,0190556800020950,NEW,Pure Ptee Packing 6*6mm,25-DN42-64SITZQ000,,,KG,ZSPR
10,2200001087,0190556800020960,NEW,Pure Ptee Packing 7*7mm,25-DN44-64SITZQ000,,,KG,ZSPR
10,2200001088,0190556800020980,NEW,Pure Packing 9*9mm,9,,,KG,ZSPR
10,2200001089,0190556800020990,NEW,Pure Packing 10*1-Mm,1,,,KG,ZSPR
10,2200001090,0190556800021000,NEW,Pure Packing 12*12mm,12,,,KG,ZSPR
10,2200001091,0190556800021020,NEW,Pure Ptee = Graphite Packing 5*5mm,5,,,KG,ZSPR
10,2200001092,0190556800021030,NEW,Pure Ptee+ Graphite Packing6*6mm,25-DN46-64SITZQ000,,,KG,ZSPR
10,2200001093,0190556800021040,NEW,Pure Pitee+ Graphite Packing 7*7mm,7,,,KG,ZSPR
10,2200001094,0190556800021050,NEW,Pureptee+ Graphite Packing 8*8mm,25-DN44-64SITZQ000,,,KG,ZSPR
10,2200001095,0190556800021060,NEW,Pure Pitee+Graphite Packing,GRAPHITE,,,KG,ZSPR
10,2200001096,0190556800021070,NEW,Pure Ptee+Graphite Packing 10*10mm,25-DN42-64SITZQ000,,,KG,ZSPR
